ID,BOOK,MODEL_YEAR,PLANT_CODE,PACKAGE,COLOR,MODEL,UPC,FNA,COMPONENT_VARIANT_NUMBER,COUNTER,BOM_PATH,COMPONENT_MATERIAL_NUMBER,VALID_FROM_DATE,VALID_TO_DATE,PACKAGE_DESC,COLOR_DESC,MODEL_DESC,COMPONENT_MATERIAL_DESC_C,COMPONENT_MATERIAL_DESC_E,HAND,USAGE_QTY,UNIT_OF_MEASURE,USAGE_STATUS,AR_EM_MATERIAL_FLAG,WORKSHOP,SUPPLY_AREA,DUNS_NUMBER,VENDOR_NAME,EWO_NUMBER,MODEL_CODE,MODEL_OPTION,OPTIONAL_PART_GROUP,OPTIONAL_PART_RELATED,FAMILY_ADDRESS,BROADCAST_CODE,DORMANT_STATUS,DELETION_FLAG,LOADED_DATE,LAST_UPDATED_DATE,COMPONENT_VARIANT_NAME,HEADER_PART_NUMBER,STRUCTURE_NODE_DESC_E,STRUCTURE_NODE_DESC_C,ALTERNATIVE_EWO_NUMBER,ORDER_SAMPLE,OS_FLAG,SPECIAL_PROCUREMENT_TYPE,MATERIAL_STATUS,ENGINEER_CODE,REPLACEMENT,VPPS
130,EH,2018,DY10,44JH,GET,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@13002017040111589012,11589012,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,收音机前侧门扬声器螺栓,BOLT ASM-HX HD WA W/FLAT WA TAPPING,,1,EA,A,,,,0544893852_SQR210,盈锋紧固系统（无锡）有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0300,26236827,BOLT ASM-HX HD WA W/FLAT WA TAPPING,收音机前侧门扬声器螺栓,,OS1,1,30,,,,411(Interior)
131,EH,2018,DY10,44JH,GET,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@13202017040111588711,11588711,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,螺栓－重载 盖帽式 六角法兰头,BOLT - HVY HX ACORN FLG HD,,1,EA,A,,,,0421298612_SQR210,宁波长华长盛汽车零部件有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0320,26236827,BOLT - HVY HX ACORN FLG HD,螺栓－重载 盖帽式 六角法兰头,,OS1,1,30,,,,411(Interior)
132,EH,2018,DY10,44JH,GET,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@14002017040111609461,11609461,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,收音机螺栓,SCREW ASM,,13,EA,A,,,,0160156212_SQR210,SAIC USA INC.,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0400,26236827,SCREW ASM,收音机螺栓,,OS1,1,30,,,,411(Interior)
133,EH,2018,DY10,44JH,GET,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@1540201704019064349,9064349,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,转向装置联轴节轴总成,SHAFT ASM-S/GR CPLG<DO NOT USE CONTACT B,,1,EA,A,,,,0421268964_SQR210,博世华域转向系统(烟台)有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0540,26236827,SHAFT ASM-S/GR CPLG<DO NOT USE CONTACT B,转向装置联轴节轴总成,,OS1,1,30,,,,411(Interior)
134,EH,2018,DY10,44JH,GET,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@15902017040111609280,11609280,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,螺母-A 形 垫圈 嵌件 预紧 六角法兰,NUT - TYPE A WA INSERT PRVG TORQ HEX FL,,1,EA,A,,,,0545243776_SQR210,上海纳特汽车标准件有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0590,26236827,NUT - TYPE A WA INSERT PRVG TORQ HEX FL,螺母-A 形 垫圈 嵌件 预紧 六角法兰,,OS1,1,30,,,,411(Interior)
135,EH,2018,DY10,44JH,GET,1HD69,3,X0009,40F2E913A9E51EE6BED3C406F0251D5C_SQR210,00000001,@262399812017050126239981@110201704019064184,9064184,20170501,99991231,44JH,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,动力系统和前悬架车架总成,FRAME ASM-DRIVETRAIN & FRT SUSP,,1,EA,A,,,,0654272491_SQR210,上海汇众汽车制造有限公司,EH8YJYSGW__SQR210,AC50,1 HBHCHD 69\&MA3/MA4/M72/M89&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V006/0010,26239981,FRAME ASM-DRIVETRAIN & FRT SUSP,动力系统和前悬架车架总成,,OS1,1,30,,,,221(Chassis)
136,EH,2018,DY10,44JH,GET,1HD69,3,X0009,40F2E913A9E51EE6BED3C406F0251D5C_SQR210,00000001,@262399812017050126239981@11402017040111546421,11546421,20170501,99991231,44JH,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,螺栓/螺钉,BOLT/SCREW,,3,EA,A,,,,0421298612_SQR210,宁波长华长盛汽车零部件有限公司,EH8YJYSGW__SQR210,AC50,1 HBHCHD 69\&MA3/MA4/M72/M89&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V006/0140,26239981,BOLT/SCREW,螺栓/螺钉,,OS1,1,30,,,,221(Chassis)
137,EH,2018,DY10,44JK,GIR,1HD69,3,X0010,40F2E913A9E51EE6B2E27E20A21A5B9D_SQR210,00000001,@267003952017010126700395@1902016102426674016,26674016,20170101,20170430,44JK,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 HIGH SD69,前轮轮毂总成,HUB ASM-FRT WHL,,1,EA,I,,,,0654122159_SQR210,上海拖拉机内燃机有限公司,EH8YJTSJF__SQR210,AC3H,1 HBHCHD 69\&M18&CZ2.,,,,,,,43004.21772,43004.21772,V007/0090,26700395,HUB ASM-FRT WHL,前轮轮毂总成,,OS1,1,30,,,,221(Chassis)
138,EH,2018,DY10,44JK,GIR,1HD69,3,X0010,40F2E913A9E51EE6B2E27E27E6F3DB9D_SQR210,00000001,@267003962017010126700396@1802016032126263718,26263718,20170101,20170430,44JK,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 HIGH SD69,前制动卡钳螺栓/螺钉,BOLT/SCREW-FRT BRK CLPR <SEE GUIDE/CONTA,,2,EA,I,,,,0148722237_SQR210,舟山市７４１２工厂,EH8YJTSJF__SQR210,AC3H,1 HBHCHD 69\&M18&CZ2.,,,,,,,43004.21772,43004.21772,V008/0080,26700396,BOLT/SCREW-FRT BRK CLPR <SEE GUIDE/CONTA,前制动卡钳螺栓/螺钉,,OS1,1,30,,,,221(Chassis)
139,EH,2018,DY10,44JK,GIR,1HD69,3,X0010,40F2E913A9E51EE6B2E27E27E6F3DB9D_SQR210,00000001,@267003962017010126700396@1902016102426674016,26674016,20170101,20170430,44JK,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 HIGH SD69,前轮轮毂总成,HUB ASM-FRT WHL,,1,EA,I,,,,0654122159_SQR210,上海拖拉机内燃机有限公司,EH8YJTSJF__SQR210,AC3H,1 HBHCHD 69\&M18&CZ2.,,,,,,,43004.21772,43004.21772,V008/0090,26700396,HUB ASM-FRT WHL,前轮轮毂总成,,OS1,1,30,,,,221(Chassis)
140,EH,2018,DY10,44JK,G8B,1HD69,3,X0009,40F2E913A9E51EE6BED3C49EEF561D5C_SQR210,00000001,@262399822017050126239982@11202017040124109760,24109760,20170501,99991231,44JK,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,变速器支座支柱总成,STRUT ASM-TRANS MT,,1,EA,A,,,,0544930014_SQR210,宁波拓普汽车部件有限公司,EH8YJYSGW__SQR210,AC5Z,1 HBHCHD 69\&M18&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V007/0120,26239982,STRUT ASM-TRANS MT,变速器支座支柱总成,,OS1,1,30,,,,221(Chassis)
141,EH,2018,DY10,44JK,G8B,1HD69,3,X0009,40F2E913A9E51EE6BED3C49EEF561D5C_SQR210,00000001,@262399822017050126239982@11402017040111546421,11546421,20170501,99991231,44JK,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,螺栓/螺钉,BOLT/SCREW,,3,EA,A,,,,0421298612_SQR210,宁波长华长盛汽车零部件有限公司,EH8YJYSGW__SQR210,AC5Z,1 HBHCHD 69\&M18&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V007/0140,26239982,BOLT/SCREW,螺栓/螺钉,,OS1,1,30,,,,221(Chassis)
142,EH,2018,DY10,44JK,G8B,1HD69,3,X0009,40F2E913A9E51EE6BED3C49EEF561D5C_SQR210,00000001,@262399822017050126239982@130201704019065278,9065278,20170501,99991231,44JK,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,前下控制臂总成,ARM ASM-FRT LWR CONT,,1,EA,A,,,,0654272491_SQR210,上海汇众汽车制造有限公司,EH8YJYSGW__SQR210,AC5Z,1 HBHCHD 69\&M18&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V007/0030,26239982,ARM ASM-FRT LWR CONT,前下控制臂总成,,OS1,1,30,,,,221(Chassis)
143,EH,2018,DY10,44JK,G8B,1HD69,3,X0009,40F2E913A9E51EE6BED3C49EEF561D5C_SQR210,00000001,@262399822017050126239982@1502017040111516078,11516078,20170501,99991231,44JK,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,发动机支座框架侧螺母,NUT,,2,EA,A,,,,0545243776_SQR210,上海纳特汽车标准件有限公司,EH8YJYSGW__SQR210,AC5Z,1 HBHCHD 69\&M18&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V007/0050,26239982,NUT,发动机支座框架侧螺母,,OS1,1,30,,,,221(Chassis)
144,EH,2018,DY10,44JK,G8B,1HD69,3,X0009,40F2E913A9E51EE6BED3C49EEF561D5C_SQR210,00000001,@262399822017050126239982@1902017040111588723,11588723,20170501,99991231,44JK,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,发动机线束托架螺栓,BOLT/SCREW,,4,EA,A,,,,0421298612_SQR210,宁波长华长盛汽车零部件有限公司,EH8YJYSGW__SQR210,AC5Z,1 HBHCHD 69\&M18&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V007/0090,26239982,BOLT/SCREW,发动机线束托架螺栓,,OS1,1,30,,,,221(Chassis)
145,EH,2018,DY10,44JK,G8B,1HD69,3,X0010,40F2E913A9E51EE6BED3C9F7CF6E5D5C_SQR210,00000001,@262399932017050126239993@1302017040190924938,90924938,20170501,99991231,44JK,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,前轮轴承,BEARING ASM-FRT WHL,,1,EA,A,,,,0545306370_SQR210,舍弗勒贸易（上海）有限公司,EH8YJYSGW__SQR210,AC3H,1 HBHCHD 69\&M18&CZ2.,,,,,,,43004.21772,43004.21772,V024/0030,26239993,BEARING ASM-FRT WHL,前轮轴承,,OS1,1,30,,,,221(Chassis)
146,EH,2018,DY10,44JK,G8B,1HD69,14A1,2875A,40F2E913A9E51EE781B368E7C8BD96A7_SQR210,00000001,@262411832017050126241183@1202017042690925748,90925748,20170501,99991231,44JK,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,前保险杠蒙皮空气导流板,DEFLECTOR-FRT BPR FASCIA AIR,,1,EA,A,,,,0421283494_SQR210,烟台天原胜德材料科技有限公司,EH8YJXVRKC_SQR210,AF7K,1 HBHCHD 69\&CZ2&G8B&TH0&T3M&U68&VPZ-D97/T61/VKK.,,,,,,,43004.21772,43004.21772,V125/0020,26241183,DEFLECTOR-FRT BPR FASCIA AIR,前保险杠蒙皮空气导流板,,OS1,1,30,,,,621.09(Exterior)
147,EH,2018,DY10,44JH,GJX,1HD69,1A2B,X0042,40F2E913A9E51EE6B2E26315ED6ADB9D_SQR210,00000001,@262186402017010126218640@11302016051611611883,11611883,20170101,20170101,44JH,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,尾灯托架螺栓,BOLT/SCREW,,4,EA,I,,,,0527211869_SQR210,宁波敏达机电有限公司,EH8YJTSJF__SQR210,AFN4,1 HD 69\&M89&AVV&KL9&4BT.,,,,,,,43004.21772,43004.21772,V083/0130,26218640,BOLT/SCREW,尾灯托架螺栓,,OS1,1,30,,,,411(Interior)
148,EH,2018,DY10,44JH,GJX,1HD69,1A2B,X0042,40F2E913A9E51EE6B2E26315ED6ADB9D_SQR210,00000001,@262186402017010126218640@11902016051626682966,26682966,20170101,20170101,44JH,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,仪表板总成 *深灰色,PANEL ASM-INST,,1,EA,I,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,EH8YJTSJF__SQR210,AFN4,1 HD 69\&M89&AVV&KL9&4BT.,,,,,,,43004.21772,43004.21772,V083/0190,26218640,PANEL ASM-INST,仪表板总成 *深灰色,,OS1,1,30,,,,411(Interior)
149,EH,2018,DY10,44JH,GJX,1HD69,1A2B,X0042,40F2E913A9E51EE6B2E26315ED6ADB9D_SQR210,00000001,@262186402017010126218640@1202016051626698029,26698029,20170101,20170101,44JH,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,转向信号开关总成,SWITCH ASM-T/SIG,,1,EA,I,,,,0545236051_SQR210,苏州瑞延电子科技有限公司,EH8YJTSJF__SQR210,AFN4,1 HD 69\&M89&AVV&KL9&4BT.,,,,,,,43004.21772,43004.21772,V083/0020,26218640,SWITCH ASM-T/SIG,转向信号开关总成,,OS1,1,30,,,,411(Interior)
150,EH,2018,DY10,443O,GJX,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D30FF3ECDA1EF5_SQR210,00000001,@262368212017010126236821@12902017040126682962,26682962,20170401,99991231,443O,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,仪表板储物箱总成 *深灰,COMPARTMENT ASM-I/P,,1,EA,A,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,,AF03,1 HD 69\&MA3&MAO&4BT-KL9.,,,,,,,43004.21772,43004.21772,V128/0290,26236821,COMPARTMENT ASM-I/P,仪表板储物箱总成 *深灰,,OS1,1,30,,,,411(Interior)
151,EH,2018,DY10,443O,GJX,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D30FF3ECDA1EF5_SQR210,00000001,@262368212017010126236821@13702017040111589015,11589015,20170401,99991231,443O,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,仪表组件螺栓,BOLT ASM-HX WA HD TAPPING W/FL WA,,2,EA,A,,,,0544893852_SQR210,盈锋紧固系统（无锡）有限公司,,AF03,1 HD 69\&MA3&MAO&4BT-KL9.,,,,,,,43004.21772,43004.21772,V128/0370,26236821,BOLT ASM-HX WA HD TAPPING W/FL WA,仪表组件螺栓,,OS1,1,30,,,,411(Interior)
152,EH,2018,DY10,443O,GJX,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D30FF3ECDA1EF5_SQR210,00000001,@262368212017010126236821@1380201704019066381,9066381,20170401,99991231,443O,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,空气分配管道总成,DUCT ASM-AIR DISTR<SEE GUIDE/CONTACT BFO,,1,EA,A,,,,0544453452_SQR210,宁波加凯汽车部件有限公司,,AF03,1 HD 69\&MA3&MAO&4BT-KL9.,,,,,,,43004.21772,43004.21772,V128/0380,26236821,DUCT ASM-AIR DISTR<SEE GUIDE/CONTACT BFO,空气分配管道总成,,OS1,1,30,,,,411(Interior)
153,EH,2018,DY10,443O,GJX,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D30FF3ECDA1EF5_SQR210,00000001,@262368212017010126236821@1490201704019046460,9046460,20170401,99991231,443O,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,点火锁芯控制开关总成,SWITCH ASM-IGN LK CYL CONT,,1,EA,A,,,,0545263332_SQR210,浙江致威电子科技有限公司,,AF03,1 HD 69\&MA3&MAO&4BT-KL9.,,,,,,,43004.21772,43004.21772,V128/0490,26236821,SWITCH ASM-IGN LK CYL CONT,点火锁芯控制开关总成,,OS1,1,30,,,,411(Interior)
154,EH,2018,DY10,443O,GJX,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D30FF3ECDA1EF5_SQR210,00000001,@262368212017010126236821@15402017040111609752,11609752,20170401,99991231,443O,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,中间转向轴螺栓/螺钉,BOLT - HX FLG HD,,1,EA,A,,,,0544421499_SQR210,上海日泰汽车零部件销售有限公司,,AF03,1 HD 69\&MA3&MAO&4BT-KL9.,,,,,,,43004.21772,43004.21772,V128/0540,26236821,BOLT - HX FLG HD,中间转向轴螺栓/螺钉,,OS1,1,30,,,,411(Interior)
155,EH,2018,DY10,443O,GJX,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D30FF3ECDA1EF5_SQR210,00000001,@262368212017010126236821@15802017040111609280,11609280,20170401,99991231,443O,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,螺母-A 形 垫圈 嵌件 预紧 六角法兰,NUT - TYPE A WA INSERT PRVG TORQ HEX FL,,1,EA,A,,,,0545243776_SQR210,上海纳特汽车标准件有限公司,,AF03,1 HD 69\&MA3&MAO&4BT-KL9.,,,,,,,43004.21772,43004.21772,V128/0580,26236821,NUT - TYPE A WA INSERT PRVG TORQ HEX FL,螺母-A 形 垫圈 嵌件 预紧 六角法兰,,OS1,1,30,,,,411(Interior)
156,EH,2018,DY10,443P,G8B,1HD69,1C3,X0015,40F2E913A9E51ED6B3D30C4B38109EF5_SQR210,00000001,@262365792017010126236579@1202017040122943126,22943126,20170401,99991231,443P,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,车载电话麦克风总成,MICROPHONE ASM-M/TEL,,1,EA,A,,,,0653727313_SQR210,上海汽车进出口有限公司,,AB7N,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4A7.,,,,,,,43004.21772,43004.21772,V022/0020,26236579,MICROPHONE ASM-M/TEL,车载电话麦克风总成,,OS1,1,30,,,,433(Interior)
157,EH,2018,DY10,443P,GET,1HD69,1C3,X0015,40F2E913A9E51EE6B2E2719C698BDB9D_SQR210,00000001,@266817592017010126681759@1302015042426682313@1102015032790925396,90925396,20170101,20170101,443P,"PRIMARY COLOR EXTERIOR, PEPGET",CHEVROLET SGM318/328 HIGH SD69,天窗开关总成 *浅,SWITCH ASM-SUN RF,,1,EA,I,,,,0530620350_SQR210,温州长江汽车电子有限公司,EH8YJTSJF__SQR210,AB7N,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4A7.,,,,,,,43004.21772,43004.21772,V009/0030/0010,26681759,SWITCH ASM-SUN RF,天窗开关总成 *浅,,OS1,1,30,,,,433(Interior)
158,EH,2018,DY10,443P,GIZ,1HD69,1C3,X0015,40F2E913A9E51EE6B2E2719C698BDB9D_SQR210,00000001,@266817592017010126681759@1302015042426682313@1102015032790925396,90925396,20170101,20170101,443P,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 HIGH SD69,天窗开关总成 *浅,SWITCH ASM-SUN RF,,1,EA,I,,,,0530620350_SQR210,温州长江汽车电子有限公司,EH8YJTSJF__SQR210,AB7N,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4A7.,,,,,,,43004.21772,43004.21772,V009/0030/0010,26681759,SWITCH ASM-SUN RF,天窗开关总成 *浅,,OS1,1,30,,,,433(Interior)
159,EH,2018,DY10,4JJH,GIY,1HC69,4,X0004,40F2E913A9E51EE6B2E27F0FD6CE9B9D_SQR210,00000001,@267013112017010126701311@1130201604199064169,9064169,20170101,20170430,4JJH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 MID SEC69,BRAKE ASM-RR,BRAKE ASM-RR,,1,EA,I,,,,0528194449_SQR210,京西重工（上海）有限公司,EH8YJTSJF__SQR210,AC51,1 HBHCHD 69\&CZ2&JM4/J97.,,,,,,,43004.21772,43004.21772,V001/0130,26701311,BRAKE ASM-RR,BRAKE ASM-RR,,OS1,1,30,,,,942(Induction/Exh/Fuel/Controls/Driveline)
160,EH,2018,DY10,4JJH,GIY,1HC69,4,X0004,40F2E913A9E51EE6B2E27F0FD6CE9B9D_SQR210,00000001,@267013112017010126701311@12402016041924541216,24541216,20170101,20170430,4JJH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 MID SEC69,车底撑杆螺栓/螺钉,BOLT/SCREW-U/B BR,,2,EA,I,,,,0529759540_SQR210,上海依工塑料五金有限公司,EH8YJTSJF__SQR210,AC51,1 HBHCHD 69\&CZ2&JM4/J97.,,,,,,,43004.21772,43004.21772,V001/0240,26701311,BOLT/SCREW-U/B BR,车底撑杆螺栓/螺钉,,OS1,1,30,,,,942(Induction/Exh/Fuel/Controls/Driveline)
161,EH,2018,DY10,4JJH,GIY,1HC69,4,X0004,40F2E913A9E51EE6B2E27F0FD6CE9B9D_SQR210,00000001,@267013112017010126701311@1302016041926204090,26204090,20170101,20170430,4JJH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 MID SEC69,后轮芯轴螺母,NUT-RR WHL SPDL,,2,EA,I,,,,0421156583_SQR210,厦门同恒金属有限公司,EH8YJTSJF__SQR210,AC51,1 HBHCHD 69\&CZ2&JM4/J97.,,,,,,,43004.21772,43004.21772,V001/0030,26701311,NUT-RR WHL SPDL,后轮芯轴螺母,,OS1,1,30,,,,942(Induction/Exh/Fuel/Controls/Driveline)
162,EH,2018,DY10,4JJH,GIY,1HC69,3,X0009,40F2E913A9E51EE6B2E27F2DFBE6DB9D_SQR210,00000001,@267013162017010126701316@11302016041911610909,11610909,20170101,20170430,4JJH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 MID SEC69,螺栓/螺钉,BOLT/SCREW,,1,EA,I,,,,0421298612_SQR210,宁波长华长盛汽车零部件有限公司,EH8YJTSJF__SQR210,AC50,1 HBHCHD 69\&MA3/MA4/M72/M89&CZ2&NJ1.,,,,,,,43004.21772,43004.21772,V001/0130,26701316,BOLT/SCREW,螺栓/螺钉,,OS1,1,30,,,,221(Chassis)
163,EH,2018,DY10,44JH,GIY,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@1490201704019046460,9046460,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,点火锁芯控制开关总成,SWITCH ASM-IGN LK CYL CONT,,1,EA,A,,,,0545263332_SQR210,浙江致威电子科技有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0490,26236827,SWITCH ASM-IGN LK CYL CONT,点火锁芯控制开关总成,,OS1,1,30,,,,411(Interior)
164,EH,2018,DY10,44JH,GIY,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@1502017040190925402,90925402,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,危险警告开关总成 *深灰,SWITCH ASM-HAZARD WRNG,,1,EA,A,,,,0530620350_SQR210,温州长江汽车电子有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0050,26236827,SWITCH ASM-HAZARD WRNG,危险警告开关总成 *深灰,,OS1,1,30,,,,411(Interior)
165,EH,2018,DY10,44JH,GIY,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@1530201704019046803,9046803,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,点火锁芯控制电磁阀螺栓/螺钉,BOLT/SCREW-IGN LK CYL CONT SOL,,2,EA,A,,,,0545263332_SQR210,浙江致威电子科技有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0530,26236827,BOLT/SCREW-IGN LK CYL CONT SOL,点火锁芯控制电磁阀螺栓/螺钉,,OS1,1,30,,,,411(Interior)
166,EH,2018,DY10,44JH,GIY,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D31073EA0FDEF5_SQR210,00000001,@262368272017010126236827@15902017040111609280,11609280,20170401,99991231,44JH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,螺母-A 形 垫圈 嵌件 预紧 六角法兰,NUT - TYPE A WA INSERT PRVG TORQ HEX FL,,1,EA,A,,,,0545243776_SQR210,上海纳特汽车标准件有限公司,,AF0X,1 HD 69\&M89&KL9&MAO&XFE&4BT.,,,,,,,43004.21772,43004.21772,V134/0590,26236827,NUT - TYPE A WA INSERT PRVG TORQ HEX FL,螺母-A 形 垫圈 嵌件 预紧 六角法兰,,OS1,1,30,,,,411(Interior)
167,EH,2018,DY10,44JJ,G8P,1HD69,3,X0010,40F2E913A9E51EE6BED3C9F7CF6E5D5C_SQR210,00000001,@262399932017050126239993@1302017040190924938,90924938,20170501,99991231,44JJ,PRIMARY COLOR Blue Me Awa G8P,CHEVROLET SGM318/328 HIGH SD69,前轮轴承,BEARING ASM-FRT WHL,,1,EA,A,,,,0545306370_SQR210,舍弗勒贸易（上海）有限公司,EH8YJYSGW__SQR210,AC3H,1 HBHCHD 69\&M18&CZ2.,,,,,,,43004.21772,43004.21772,V024/0030,26239993,BEARING ASM-FRT WHL,前轮轴承,,OS1,1,30,,,,221(Chassis)
168,EH,2018,DY10,44JJ,G8P,1HD69,3,X0010,40F2E913A9E51EE6BED3C9F7CF6E5D5C_SQR210,00000001,@262399932017050126239993@1602017040111546535,11546535,20170501,99991231,44JJ,PRIMARY COLOR Blue Me Awa G8P,CHEVROLET SGM318/328 HIGH SD69,螺栓/螺钉,BOLT/SCREW,,2,EA,A,,,,0544421499_SQR210,上海日泰汽车零部件销售有限公司,EH8YJYSGW__SQR210,AC3H,1 HBHCHD 69\&M18&CZ2.,,,,,,,43004.21772,43004.21772,V024/0060,26239993,BOLT/SCREW,螺栓/螺钉,,OS1,1,30,,,,221(Chassis)
